,geneID,x,y,MIDCounts,newx,newy
43072312,Mrc1,4431,9806,4,1206,3631
43072313,Mrc1,9099,6575,1,5874,400
43072314,Mrc1,5305,9275,1,2080,3100
43072315,Mrc1,5273,9307,2,2048,3132
43072316,Mrc1,12452,9583,1,9227,3408
43072317,Mrc1,6257,7893,1,3032,1718
43072318,Mrc1,7596,15087,2,4371,8912
43072319,Mrc1,6423,7340,1,3198,1165
43072320,Mrc1,8738,11364,1,5513,5189
43072321,Mrc1,6879,16030,1,3654,9855
43072322,Mrc1,8622,9596,2,5397,3421
43072323,Mrc1,7575,10181,2,4350,4006
43552588,Ms4a7,10259,17486,2,7034,11311
43552589,Ms4a7,9991,8725,1,6766,2550
43552590,Ms4a7,9545,13975,1,6320,7800
43552591,Ms4a7,9017,11449,3,5792,5274
43552592,Ms4a7,10079,9692,2,6854,3517
43552593,Ms4a7,7619,6619,1,4394,444
43552594,Ms4a7,7607,14687,3,4382,8512
43552595,Ms4a7,11047,9103,2,7822,2928
43552596,Ms4a7,10996,11367,2,7771,5192
43552597,Ms4a7,10721,8452,1,7496,2277
43552598,Ms4a7,6077,10673,2,2852,4498
43552599,Ms4a7,4051,10045,2,826,3870
43552600,Ms4a7,13418,11852,1,10193,5677
43552601,Ms4a7,9507,8084,1,6282,1909
43552602,Ms4a7,9283,9594,1,6058,3419
43552603,Ms4a7,13396,12454,2,10171,6279
43552604,Ms4a7,7156,6643,6,3931,468
43552605,Ms4a7,6957,6641,1,3732,466
43552606,Ms4a7,7829,17999,3,4604,11824
43552607,Ms4a7,9995,12312,1,6770,6137
43552608,Ms4a7,10740,11461,2,7515,5286
43552609,Ms4a7,11140,13204,1,7915,7029
43552610,Ms4a7,7069,17602,1,3844,11427
43552611,Ms4a7,10653,10995,2,7428,4820
43552612,Ms4a7,9303,9587,2,6078,3412
43552613,Ms4a7,5151,14757,1,1926,8582
43552614,Ms4a7,10390,11438,1,7165,5263
43552615,Ms4a7,9993,12815,1,6768,6640
43552616,Ms4a7,7149,9682,1,3924,3507
43552617,Ms4a7,10652,10995,1,7427,4820
50838144,Pf4,12697,11257,4,9472,5082
50838145,Pf4,5940,13961,1,2715,7786
50838146,Pf4,5182,14796,1,1957,8621
50838147,Pf4,10284,7264,1,7059,1089
50838148,Pf4,8518,12615,1,5293,6440
50838149,Pf4,12672,11293,1,9447,5118
50838150,Pf4,7648,10163,3,4423,3988
50838151,Pf4,4769,10532,1,1544,4357
50838152,Pf4,6986,10299,1,3761,4124
50838153,Pf4,10998,16765,3,7773,10590
50838154,Pf4,6669,8743,2,3444,2568
50838155,Pf4,8397,18725,3,5172,12550
50838156,Pf4,6788,15351,1,3563,9176
50838157,Pf4,9331,14500,3,6106,8325
50838158,Pf4,4380,9743,1,1155,3568
50838159,Pf4,5232,14806,1,2007,8631
50838160,Pf4,11729,12735,3,8504,6560
50838161,Pf4,10256,7227,1,7031,1052
50838162,Pf4,7704,8859,1,4479,2684
50838163,Pf4,11975,10885,2,8750,4710
50838164,Pf4,8853,18683,3,5628,12508
50838165,Pf4,9457,13944,1,6232,7769
50838166,Pf4,9054,18482,1,5829,12307
50838167,Pf4,10463,11226,1,7238,5051
50838168,Pf4,8219,14904,2,4994,8729
50838169,Pf4,6440,7327,1,3215,1152
50838170,Pf4,10526,16828,1,7301,10653
50838171,Pf4,3940,10059,1,715,3884
50838172,Pf4,13246,11267,1,10021,5092
50838173,Pf4,8768,6588,1,5543,413
50838174,Pf4,10712,16896,2,7487,10721
50838175,Pf4,7695,10139,1,4470,3964
50838176,Pf4,8433,14980,2,5208,8805
50838177,Pf4,7620,15289,4,4395,9114
50838178,Pf4,8592,18862,1,5367,12687
50838179,Pf4,6889,6657,3,3664,482
50838180,Pf4,6507,11680,1,3282,5505
50838181,Pf4,7099,10302,4,3874,4127
50838182,Pf4,8506,11071,2,5281,4896
50838183,Pf4,12283,11467,4,9058,5292
50838184,Pf4,7327,19640,1,4102,13465
50838185,Pf4,5626,9183,1,2401,3008
50838186,Pf4,9480,18170,1,6255,11995
50838187,Pf4,4407,13466,2,1182,7291
50838188,Pf4,8720,18960,1,5495,12785
50838189,Pf4,8687,18281,1,5462,12106
50838190,Pf4,8173,10725,4,4948,4550
50838191,Pf4,11531,9957,1,8306,3782
50838192,Pf4,8440,14743,2,5215,8568
50838193,Pf4,6401,7482,1,3176,1307
50838194,Pf4,13145,10018,1,9920,3843
50838195,Pf4,12070,15407,1,8845,9232
50838196,Pf4,13027,10196,4,9802,4021
50838197,Pf4,5706,9295,1,2481,3120
50838198,Pf4,3336,11450,1,111,5275
50838199,Pf4,12719,11272,4,9494,5097
50838200,Pf4,10281,6359,4,7056,184
50838201,Pf4,6021,8648,3,2796,2473
50838202,Pf4,9080,6613,1,5855,438
50838203,Pf4,7398,9853,3,4173,3678
50838204,Pf4,6299,16448,3,3074,10273
50838205,Pf4,7459,7138,2,4234,963
50838206,Pf4,11580,15959,4,8355,9784
50838207,Pf4,8261,10860,1,5036,4685
50838208,Pf4,8918,8882,2,5693,2707
50838209,Pf4,6786,9459,1,3561,3284
50838210,Pf4,6801,14662,3,3576,8487
50838211,Pf4,6179,16247,2,2954,10072
50838212,Pf4,8510,19142,2,5285,12967
50838213,Pf4,12678,11304,2,9453,5129
50838214,Pf4,12684,11340,1,9459,5165
50838215,Pf4,6774,9493,1,3549,3318
50838216,Pf4,8234,14897,4,5009,8722
50838217,Pf4,6725,9465,1,3500,3290
50838218,Pf4,13372,12036,3,10147,5861
50838219,Pf4,10026,12005,3,6801,5830
50838220,Pf4,11081,8272,1,7856,2097
50838221,Pf4,8132,10643,1,4907,4468
50838222,Pf4,9247,18422,3,6022,12247
50838223,Pf4,4223,9825,3,998,3650
50838224,Pf4,8031,9025,3,4806,2850
50838225,Pf4,9260,10092,1,6035,3917
50838226,Pf4,13278,11184,1,10053,5009
50838227,Pf4,5299,11186,3,2074,5011
50838228,Pf4,9148,16915,1,5923,10740
50838229,Pf4,6824,8643,4,3599,2468
50838230,Pf4,3671,12086,1,446,5911
50838231,Pf4,13286,12801,1,10061,6626
50838232,Pf4,10137,7847,3,6912,1672
50838233,Pf4,7150,9431,2,3925,3256
50838234,Pf4,7455,10241,2,4230,4066
50838235,Pf4,11487,9692,1,8262,3517
50838236,Pf4,6207,16428,3,2982,10253
50838237,Pf4,13101,10333,1,9876,4158
50838238,Pf4,8696,16219,2,5471,10044
50838239,Pf4,10348,12010,1,7123,5835
50838240,Pf4,8920,6602,2,5695,427
50838241,Pf4,4307,10005,2,1082,3830
50838242,Pf4,9279,17811,1,6054,11636
50838243,Pf4,7369,7884,3,4144,1709
50838244,Pf4,6549,15665,2,3324,9490
50838245,Pf4,7903,13015,1,4678,6840
50838246,Pf4,6913,18099,4,3688,11924
50838247,Pf4,5078,11838,1,1853,5663
50838248,Pf4,6165,8522,4,2940,2347
50838249,Pf4,7053,18585,3,3828,12410
50838250,Pf4,10600,6532,1,7375,357
50838251,Pf4,11475,9835,2,8250,3660
50838252,Pf4,10994,16716,1,7769,10541
50838253,Pf4,3413,10966,1,188,4791
50838254,Pf4,8098,10952,1,4873,4777
50838255,Pf4,6660,9380,1,3435,3205
50838256,Pf4,12724,11278,1,9499,5103
50838257,Pf4,7643,8031,1,4418,1856
50838258,Pf4,10059,12175,2,6834,6000
50838259,Pf4,7282,13509,1,4057,7334
50838260,Pf4,7548,19637,4,4323,13462
50838261,Pf4,6135,8561,1,2910,2386
50838262,Pf4,12440,15063,1,9215,8888
50838263,Pf4,7159,18757,1,3934,12582
50838264,Pf4,6037,9351,2,2812,3176
50838265,Pf4,6755,15502,3,3530,9327
50838266,Pf4,7387,19670,2,4162,13495
50838267,Pf4,3867,10410,1,642,4235
50838268,Pf4,6024,15670,1,2799,9495
50838269,Pf4,6099,8371,2,2874,2196
50838270,Pf4,12721,11294,1,9496,5119
50838271,Pf4,7690,9035,1,4465,2860
50838272,Pf4,6022,8648,1,2797,2473
50838273,Pf4,6400,7473,2,3175,1298
50838274,Pf4,7360,19638,1,4135,13463
50838275,Pf4,12695,11299,1,9470,5124
50838276,Pf4,11817,14331,2,8592,8156
50838277,Pf4,6611,9469,1,3386,3294
50838278,Pf4,9255,18312,3,6030,12137
50838279,Pf4,9032,7422,1,5807,1247
50838280,Pf4,5725,9213,4,2500,3038
50838281,Pf4,7039,14869,4,3814,8694
50838282,Pf4,7931,13491,1,4706,7316
50838283,Pf4,6668,15465,2,3443,9290
50838284,Pf4,12348,9673,2,9123,3498
50838285,Pf4,10501,6702,4,7276,527
50838286,Pf4,12173,8761,1,8948,2586
50838287,Pf4,8139,12834,3,4914,6659
50838288,Pf4,4412,13468,2,1187,7293
50838289,Pf4,12831,14179,5,9606,8004
50838290,Pf4,8859,12329,3,5634,6154
50838291,Pf4,9806,6401,1,6581,226
50838292,Pf4,5819,9172,2,2594,2997
50838293,Pf4,6716,8676,4,3491,2501
50838294,Pf4,6600,14361,4,3375,8186
50838295,Pf4,5719,16388,3,2494,10213
50838296,Pf4,7181,10948,3,3956,4773
50838297,Pf4,12120,11370,3,8895,5195
50838298,Pf4,11674,12172,1,8449,5997
50838299,Pf4,10285,17571,2,7060,11396
50838300,Pf4,4236,9823,2,1011,3648
50838301,Pf4,12724,11283,1,9499,5108
50838302,Pf4,10787,16870,3,7562,10695
50838303,Pf4,6447,17658,1,3222,11483
50838304,Pf4,7406,8559,2,4181,2384
50838305,Pf4,7558,18284,1,4333,12109
50838306,Pf4,8769,14600,1,5544,8425
50838307,Pf4,10426,15814,1,7201,9639
50838308,Pf4,6288,7773,4,3063,1598
50838309,Pf4,10879,14743,1,7654,8568
50838310,Pf4,6430,15497,1,3205,9322
50838311,Pf4,5310,10688,1,2085,4513
50838312,Pf4,4301,9995,2,1076,3820
50838313,Pf4,9789,16254,1,6564,10079
50838314,Pf4,7968,11037,1,4743,4862
50838315,Pf4,9705,17868,1,6480,11693
50838316,Pf4,8843,14513,2,5618,8338
50838317,Pf4,11258,14357,2,8033,8182
50838318,Pf4,11046,10555,1,7821,4380
50838319,Pf4,6295,7769,2,3070,1594
50838320,Pf4,13027,9347,4,9802,3172
50838321,Pf4,6926,18109,1,3701,11934
50838322,Pf4,10092,8735,1,6867,2560
50838323,Pf4,9480,11881,1,6255,5706
50838324,Pf4,7057,9629,3,3832,3454
50838325,Pf4,4285,10006,1,1060,3831
50838326,Pf4,7348,7065,1,4123,890
50838327,Pf4,9378,17944,3,6153,11769
50838328,Pf4,10337,9875,1,7112,3700
50838329,Pf4,5085,13825,1,1860,7650
50838330,Pf4,6855,15654,2,3630,9479
50838331,Pf4,10226,6724,4,7001,549
50838332,Pf4,4271,9998,2,1046,3823
50838333,Pf4,5335,11082,4,2110,4907
50838334,Pf4,4888,10266,1,1663,4091
50838335,Pf4,13045,13516,1,9820,7341
50838336,Pf4,12636,8462,1,9411,2287
50838337,Pf4,12681,11295,2,9456,5120
50838338,Pf4,8350,13400,1,5125,7225
50838339,Pf4,8357,13493,3,5132,7318
50838340,Pf4,9180,9705,1,5955,3530
