"","barcodes","clusters"
"19526","jecodigg-1","22_MES"
"19527","jecpoigp-1","19_ENDO"
"19528","jedaanfi-1","22_MES"
"19529","jedadpna-1","15_MES"
"19530","jedgdjna-1","22_MES"
"19531","jedkcggp-1","22_MES"
"19532","jedminkn-1","22_MES"
"19533","jedmkclf-1","19_ENDO"
"19534","jednccme-1","22_MES"
"19535","jedoikip-1","17_ENDO"
"19536","jedomhaf-1","22_MES"
"19537","jeeagpkm-1","22_MES"
"19538","jeeakmci-1","19_ENDO"
"19539","jeecanai-1","22_MES"
"19540","jeeccghi-1","19_ENDO"
"19541","jeedajda-1","19_ENDO"
"19542","jeeeeoon-1","22_MES"
"19543","jeefejeo-1","22_MES"
"19544","jeehjgbc-1","22_MES"
"19545","jeehjmnm-1","22_MES"
"19546","jeeihapk-1","22_MES"
"19547","jefenbdi-1","22_MES"
"19548","jefgkckm-1","10_ENDO"
"19549","jefhbmie-1","22_MES"
"19550","jefjeofk-1","22_MES"
"19551","jefkgkfg-1","22_MES"
"19552","jefnckkh-1","22_MES"
"19553","jefnjlab-1","22_MES"
"19554","jegbabml-1","19_ENDO"
"19555","jegeckjj-1","19_ENDO"
"19556","jeggmbdo-1","19_ENDO"
"19557","jeghdkep-1","22_MES"
"19558","jegimfdm-1","22_MES"
"19559","jegkflkf-1","17_ENDO"
"19560","jegokjie-1","19_ENDO"
"19561","jegpjbgp-1","22_MES"
"19562","jehenfii-1","22_MES"
"19563","jehiacao-1","22_MES"
"19564","jehkkhkl-1","12_POD"
"19565","jehlcgcl-1","19_ENDO"
"19566","jehldbnc-1","12_POD"
"19567","jehmkifa-1","22_MES"
"19568","jehncofa-1","12_POD"
"19569","jehnnnjp-1","19_ENDO"
"19570","jeiaieck-1","19_ENDO"
"19571","jeibcmgj-1","12_POD"
"19572","jeipejlj-1","22_MES"
"19573","jejfffcg-1","17_ENDO"
"19574","jejgbjan-1","12_POD"
"19575","jejibmln-1","19_ENDO"
"19576","jejimfck-1","22_MES"
"19577","jejkgenh-1","12_POD"
"19578","jejljjag-1","17_ENDO"
"19579","jejnibom-1","22_MES"
"19580","jejnnehf-1","16_PEC"
"19581","jekanidg-1","19_ENDO"
"19582","jekcilik-1","22_MES"
"19583","jekfoijc-1","15_MES"
"19584","jekjiacd-1","15_MES"
"19585","jekmljch-1","15_MES"
"19586","jekmpakn-1","10_ENDO"
"19587","jekoabba-1","15_MES"
"19588","jelbmfom-1","13_PCT-TAL"
"19589","jelgmboo-1","23_LEU"
"19590","jelieiai-1","15_MES"
"19591","jelinohm-1","22_MES"
"19592","jelmennb-1","10_ENDO"
"19593","jelmgijb-1","13_PCT-TAL"
"19594","jembhpja-1","13_PCT-TAL"
"19595","jembneic-1","13_PCT-TAL"
"19596","jemcgeic-1","15_MES"
"19597","jemdelbe-1","10_ENDO"
"19598","jemdjjhf-1","10_ENDO"
"19599","jemehnfp-1","13_PCT-TAL"
"19600","jemfkkan-1","13_PCT-TAL"
"19601","jemfokle-1","13_PCT-TAL"
"19602","jemhghkp-1","13_PCT-TAL"
"19603","jemipion-1","15_MES"
"19604","jemkomjc-1","10_ENDO"
"19605","jemooafb-1","10_ENDO"
"19606","jempdcop-1","15_MES"
"19607","jempnidp-1","15_MES"
"19608","jenaebab-1","10_ENDO"
"19609","jenehiem-1","13_PCT-TAL"
"19610","jenfdoch-1","10_ENDO"
"19611","jenhhhcb-1","13_PCT-TAL"
"19612","jenkkfbh-1","13_PCT-TAL"
"19613","jenpdmia-1","10_ENDO"
"19614","jeoblhpf-1","15_MES"
"19615","jeobpilh-1","0_TAL"
"19616","jeocephm-1","15_MES"
"19617","jeodpapo-1","15_MES"
"19618","jeogohih-1","0_TAL"
"19619","jeojjhjc-1","4_TAL"
"19620","jeoklkak-1","15_MES"
"19621","jeololam-1","4_TAL"
"19622","jeomlfnd-1","4_TAL"
"19623","jeoolopm-1","13_PCT-TAL"
"19624","jeoonghb-1","15_MES"
"19625","jeopmejg-1","23_LEU"
"19626","jepammjh-1","15_MES"
"19627","jepcmmcn-1","10_ENDO"
"19628","jepelime-1","15_MES"
"19629","jepkbnfd-1","3_PCT"
"19630","jepmnjcp-1","10_ENDO"
"19631","jepnphoi-1","13_PCT-TAL"
"19632","jeppigkd-1","15_MES"
"19633","jfaaeiaa-1","10_ENDO"
"19634","jfabkacf-1","10_ENDO"
"19635","jfabpakb-1","15_MES"
"19636","jfachboc-1","15_MES"
"19637","jfadblno-1","0_TAL"
"19638","jfadgehh-1","15_MES"
"19639","jfahdgfl-1","15_MES"
"19640","jfailiec-1","0_TAL"
"19641","jfajfoca-1","15_MES"
"19642","jfajheem-1","2_PCT"
"19643","jfajhohl-1","10_ENDO"
"19644","jfakbegm-1","15_MES"
"19645","jfamobcc-1","15_MES"
"19646","jfancmhk-1","15_MES"
"19647","jfanfcph-1","2_PCT"
"19648","jfanfiph-1","15_MES"
"19649","jfanfjpd-1","17_ENDO"
"19650","jfaoejcc-1","15_MES"
"19651","jfbdchfd-1","13_PCT-TAL"
"19652","jfbfemkp-1","10_ENDO"
"19653","jfbfkjbo-1","15_MES"
"19654","jfbgdnmg-1","13_PCT-TAL"
"19655","jfbhmedc-1","10_ENDO"
"19656","jfbikjdc-1","13_PCT-TAL"
"19657","jfbklgae-1","13_PCT-TAL"
"19658","jfbljgdk-1","15_MES"
"19659","jfbohbmh-1","13_PCT-TAL"
"19660","jfcagpol-1","15_MES"
"19661","jfcckjgc-1","15_MES"
"19662","jfcdbnag-1","13_PCT-TAL"
"19663","jfcdjedn-1","10_ENDO"
"19664","jfcjkgdd-1","13_PCT-TAL"
"19665","jfcofbmp-1","13_PCT-TAL"
"19666","jfcondpe-1","10_ENDO"
"19667","jfcpacao-1","15_MES"
"19668","jfdbokaf-1","15_MES"
"19669","jfddniec-1","10_ENDO"
"19670","jfdedngg-1","0_TAL"
"19671","jfdgbong-1","13_PCT-TAL"
"19672","jfdkplhe-1","9_LOH"
"19673","jfdljgec-1","15_MES"
"19674","jfecpfjh-1","2_PCT"
"19675","jfeegdee-1","10_ENDO"
"19676","jfeggnic-1","15_MES"
"19677","jfegnkkg-1","13_PCT-TAL"
"19678","jfelpfif-1","0_TAL"
"19679","jffbigih-1","10_ENDO"
"19680","jfffdjpa-1","0_TAL"
"19681","jffjefdl-1","15_MES"
"19682","jffjmdmk-1","13_PCT-TAL"
"19683","jffknjhm-1","13_PCT-TAL"
"19684","jfgcdfam-1","2_PCT"
"19685","jfgcocag-1","15_MES"
"19686","jfgcpjdg-1","0_TAL"
"19687","jfgfeinm-1","10_ENDO"
"19688","jfghcdeb-1","13_PCT-TAL"
"19689","jfgiboed-1","15_MES"
"19690","jfgljlpo-1","15_MES"
"19691","jfgmppeh-1","12_POD"
"19692","jfgnlnak-1","0_TAL"
"19693","jfgomamb-1","15_MES"
"19694","jfhacjfp-1","23_LEU"
"19695","jfhadlan-1","10_ENDO"
"19696","jfhbogbf-1","23_LEU"
"19697","jfhbppnp-1","0_TAL"
"19698","jfhfkdig-1","10_ENDO"
"19699","jfhgmlmm-1","23_LEU"
"19700","jfhjjofb-1","0_TAL"
"19701","jfhlibep-1","0_TAL"
"19702","jfhnkdmj-1","0_TAL"
"19703","jfhodccn-1","10_ENDO"
"19704","jfhopapi-1","0_TAL"
"19705","jfiagmlc-1","0_TAL"
"19706","jfidpfpi-1","15_MES"
"19707","jfiflpjb-1","0_TAL"
"19708","jfighack-1","15_MES"
"19709","jfigiahm-1","0_TAL"
"19710","jfihjbgp-1","15_MES"
"19711","jfijniok-1","0_TAL"
"19712","jfikbian-1","0_TAL"
"19713","jfikikgn-1","0_TAL"
"19714","jfioinib-1","15_MES"
"19715","jfjacggf-1","0_TAL"
"19716","jfjalkbh-1","15_MES"
"19717","jfjgjjdc-1","15_MES"
"19718","jfjhpcno-1","10_ENDO"
"19719","jfjkacjp-1","0_TAL"
"19720","jfjkdmil-1","0_TAL"
"19721","jfjlgnem-1","0_TAL"
"19722","jfjlhocm-1","0_TAL"
"19723","jfjlnddl-1","0_TAL"
"19724","jfjnjaoc-1","15_MES"
"19725","jfkapnpp-1","0_TAL"
"19726","jfkbkfhi-1","23_LEU"
"19727","jfkchepc-1","15_MES"
"19728","jfkekldi-1","15_MES"
"19729","jfkenbpf-1","15_MES"
"19730","jfkeonfm-1","13_PCT-TAL"
"19731","jfkmapho-1","15_MES"
"19732","jfkneaoi-1","2_PCT"
"19733","jfknfanc-1","13_PCT-TAL"
"19734","jflamogf-1","13_PCT-TAL"
"19735","jflbahil-1","15_MES"
"19736","jfldcpak-1","15_MES"
"19737","jflddiod-1","15_MES"
"19738","jfldnfic-1","15_MES"
"19739","jflhgabk-1","15_MES"
"19740","jfliccbm-1","15_MES"
"19741","jflnfdio-1","13_PCT-TAL"
"19742","jflonhhd-1","10_ENDO"
"19743","jflpniod-1","23_LEU"
"19744","jfmaooma-1","0_TAL"
"19745","jfmenikp-1","15_MES"
"19746","jfmhkhdb-1","0_TAL"
"19747","jfmifgci-1","10_ENDO"
"19748","jfmjlpjd-1","11_IC-A"
"19749","jfnabgol-1","14_IC_B"
"19750","jfndndpb-1","14_IC_B"
"19751","jfnehcbg-1","14_IC_B"
"19752","jfngfcgn-1","14_IC_B"
"19753","jfnhlnpk-1","14_IC_B"
"19754","jfnlidld-1","14_IC_B"
"19755","jfobgodi-1","14_IC_B"
"19756","jfobijjj-1","14_IC_B"
"19757","jfodfohn-1","13_PCT-TAL"
"19758","jfoebdfm-1","10_ENDO"
"19759","jfohjabn-1","13_PCT-TAL"
"19760","jfohlepk-1","10_ENDO"
"19761","jfokcikp-1","15_MES"
"19762","jfoknjgi-1","10_ENDO"
"19763","jfolokgm-1","13_PCT-TAL"
"19764","jfonchll-1","15_MES"
"19765","jfoogkjg-1","13_PCT-TAL"
"19766","jfoopakf-1","10_ENDO"
"19767","jfopmjil-1","15_MES"
"19768","jfpagnnn-1","15_MES"
"19769","jfpbgnjg-1","15_MES"
"19770","jfpegkoc-1","15_MES"
"19771","jfpemmil-1","15_MES"
"19772","jfpfmbjp-1","15_MES"
"19773","jfpgdhoo-1","15_MES"
"19774","jfphphem-1","15_MES"
"19775","jfpifgdl-1","15_MES"
"19776","jfpmhpnm-1","15_MES"
"19777","jfpmpdha-1","15_MES"
"19778","jfpnhehf-1","15_MES"
"19779","jfppifoc-1","15_MES"
"19780","jgaanaji-1","15_MES"
"19781","jgaccane-1","15_MES"
"19782","jgackchn-1","15_MES"
"19783","jgaeldgb-1","15_MES"
"19784","jgaffbnb-1","15_MES"
"19785","jgajnigg-1","15_MES"
"19786","jgannhdb-1","10_ENDO"
"19787","jgbchmmd-1","15_MES"
"19788","jgbdjmfp-1","15_MES"
"19789","jgbedfik-1","15_MES"
"19790","jgbfhjbg-1","15_MES"
"19791","jgbghcdn-1","10_ENDO"
"19792","jgbilghl-1","15_MES"
"19793","jgbmaipa-1","15_MES"
"19794","jgcdaned-1","15_MES"
"19795","jgcdgikp-1","15_MES"
"19796","jgcegikf-1","15_MES"
"19797","jgcggjio-1","19_ENDO"
"19798","jgchplnd-1","16_PEC"
"19799","jgcmjfli-1","15_MES"
"19800","jgcofbef-1","15_MES"
"19801","jgdcfohk-1","10_ENDO"
"19802","jgdcjhdn-1","15_MES"
"19803","jgdhofca-1","19_ENDO"
"19804","jgdljidm-1","15_MES"
"19805","jgdlmmfc-1","15_MES"
"19806","jgdnnkdi-1","15_MES"
"19807","jgeanmdm-1","10_ENDO"
"19808","jgebgbnn-1","15_MES"
"19809","jgedgjjg-1","15_MES"
"19810","jgejijpo-1","15_MES"
"19811","jgekiagp-1","15_MES"
"19812","jgelhooc-1","10_ENDO"
"19813","jgendejj-1","19_ENDO"
"19814","jgenkocf-1","4_TAL"
"19815","jgfcehff-1","15_MES"
"19816","jgfcmcij-1","15_MES"
"19817","jgfedfpo-1","15_MES"
"19818","jgfgjicp-1","15_MES"
"19819","jgfkmdkn-1","10_ENDO"
"19820","jgfkmidd-1","15_MES"
"19821","jgfmaaoe-1","15_MES"
"19822","jgfpgjlh-1","15_MES"
"19823","jgfpjhhi-1","15_MES"
"19824","jggaddkm-1","15_MES"
"19825","jggccdfc-1","15_MES"
"19826","jggibnen-1","15_MES"
"19827","jggikekj-1","19_ENDO"
"19828","jggkacdc-1","15_MES"
"19829","jggmnbgm-1","10_ENDO"
"19830","jggnfchi-1","12_POD"
"19831","jghbkcch-1","15_MES"
"19832","jghdpgff-1","15_MES"
"19833","jghekafo-1","4_TAL"
"19834","jghhpbbl-1","15_MES"
"19835","jghinopb-1","15_MES"
"19836","jghjebpe-1","15_MES"
"19837","jghkikae-1","13_PCT-TAL"
"19838","jghleaae-1","19_ENDO"
"19839","jghmapkn-1","15_MES"
"19840","jghmgnap-1","10_ENDO"
"19841","jghmmidl-1","15_MES"
"19842","jghnnocl-1","15_MES"
"19843","jghonbca-1","7_TAL"
"19844","jgihcbai-1","16_PEC"
"19845","jgiilhff-1","23_LEU"
"19846","jginomeb-1","15_MES"
"19847","jgjadjni-1","19_ENDO"
"19848","jgjaghdd-1","12_POD"
"19849","jgjcfcko-1","10_ENDO"
"19850","jgjclgea-1","15_MES"
"19851","jgjhfcnf-1","10_ENDO"
"19852","jgjjjkkk-1","15_MES"
"19853","jgjkiehi-1","15_MES"
"19854","jgjkimci-1","2_PCT"
"19855","jgjmillo-1","1_PCT"
"19856","jgjnhlck-1","15_MES"
"19857","jgjonped-1","15_MES"
"19858","jgkbgidf-1","15_MES"
"19859","jgkenkch-1","15_MES"
"19860","jgkgbfkp-1","5_PC"
"19861","jgkndmpn-1","10_ENDO"
"19862","jgknhgmn-1","14_IC_B"
"19863","jgkopdbj-1","14_IC_B"
"19864","jgldkeda-1","3_PCT"
"19865","jglfmeef-1","10_ENDO"
"19866","jglgleal-1","10_ENDO"
"19867","jglhgcmm-1","11_IC-A"
"19868","jglinnjj-1","15_MES"
"19869","jglkgdko-1","14_IC_B"
"19870","jglkilpi-1","15_MES"
"19871","jglmijjd-1","7_TAL"
"19872","jglndfml-1","11_IC-A"
"19873","jglnenlc-1","14_IC_B"
"19874","jgmdckkk-1","2_PCT"
"19875","jgmdedoi-1","15_MES"
"19876","jgmfnjgc-1","2_PCT"
"19877","jgmkbhpb-1","15_MES"
"19878","jgmldoce-1","13_PCT-TAL"
"19879","jgmlhbgm-1","15_MES"
"19880","jgmmhpkh-1","2_PCT"
"19881","jgmplfpf-1","10_ENDO"
"19882","jgnadkab-1","13_PCT-TAL"
"19883","jgncffob-1","13_PCT-TAL"
"19884","jgnehdch-1","3_PCT"
"19885","jgngjlbp-1","10_ENDO"
"19886","jgnhdijm-1","10_ENDO"
"19887","jgnhpfle-1","15_MES"
"19888","jgniabhh-1","15_MES"
"19889","jgniilai-1","15_MES"
"19890","jgnijpfd-1","14_IC_B"
"19891","jgnkbbng-1","15_MES"
"19892","jgnnciph-1","14_IC_B"
"19893","jgnnjdlj-1","23_LEU"
"19894","jgnpahkc-1","15_MES"
"19895","jgnpkjea-1","19_ENDO"
"19896","jgoacfad-1","23_LEU"
"19897","jgoakagg-1","11_IC-A"
"19898","jgodhhek-1","15_MES"
"19899","jgodkekc-1","10_ENDO"
"19900","jgodmgog-1","15_MES"
"19901","jgododom-1","15_MES"
"19902","jgogcbnn-1","14_IC_B"
"19903","jgoifbhn-1","13_PCT-TAL"
"19904","jgoioijc-1","22_MES"
"19905","jgojbckg-1","0_TAL"
"19906","jgokgamo-1","4_TAL"
"19907","jgoklleo-1","0_TAL"
"19908","jgolhpfe-1","15_MES"
"19909","jgomhaoi-1","4_TAL"
"19910","jgomlhlf-1","4_TAL"
"19911","jgomnjgk-1","4_TAL"
"19912","jgonhhii-1","15_MES"
"19913","jgopadop-1","4_TAL"
"19914","jgpadikk-1","10_ENDO"
"19915","jgpdhflb-1","15_MES"
"19916","jgpdljji-1","17_ENDO"
"19917","jgpfdfcm-1","0_TAL"
"19918","jgphncei-1","2_PCT"
"19919","jgpidiln-1","4_TAL"
"19920","jgpjeimi-1","0_TAL"
"19921","jgpmfnml-1","2_PCT"
"19922","jgpnfjdh-1","13_PCT-TAL"
"19923","jgpnhihk-1","4_TAL"
"19924","jhabjijn-1","0_TAL"
"19925","jhabnbcp-1","4_TAL"
"19926","jhafnphg-1","15_MES"
"19927","jhaghbfc-1","0_TAL"
"19928","jhahngjc-1","13_PCT-TAL"
"19929","jhahokpf-1","0_TAL"
"19930","jhahopag-1","13_PCT-TAL"
"19931","jhaidnnm-1","0_TAL"
"19932","jhakdamp-1","4_TAL"
"19933","jhalfblh-1","0_TAL"
"19934","jhanpkgg-1","0_TAL"
"19935","jhaojjel-1","13_PCT-TAL"
"19936","jhapofhh-1","0_TAL"
"19937","jhbbkfnd-1","0_TAL"
"19938","jhbckodh-1","15_MES"
"19939","jhbdipnd-1","4_TAL"
"19940","jhbgglbo-1","4_TAL"
"19941","jhbhbmnb-1","4_TAL"
"19942","jhbhhckb-1","4_TAL"
"19943","jhbklbpb-1","4_TAL"
"19944","jhblmbkj-1","4_TAL"
"19945","jhblpoel-1","15_MES"
"19946","jhbmcahh-1","10_ENDO"
"19947","jhboaohg-1","10_ENDO"
"19948","jhbpdldg-1","0_TAL"
"19949","jhccgila-1","13_PCT-TAL"
"19950","jhcfaepo-1","13_PCT-TAL"
"19951","jhcfclfo-1","13_PCT-TAL"
"19952","jhchdaok-1","13_PCT-TAL"
"19953","jhcoagbc-1","13_PCT-TAL"
"19954","jhcpcjmh-1","13_PCT-TAL"
"19955","jhcphlkk-1","1_PCT"
"19956","jhdcdeje-1","15_MES"
"19957","jhdigkgj-1","13_PCT-TAL"
"19958","jhdikfnb-1","10_ENDO"
"19959","jhdkoolg-1","10_ENDO"
"19960","jhdmabnb-1","13_PCT-TAL"
"19961","jhdmfpcf-1","15_MES"
"19962","jhdnklki-1","13_PCT-TAL"
"19963","jheapalo-1","13_PCT-TAL"
"19964","jhebfjkp-1","13_PCT-TAL"
"19965","jhebhgdh-1","15_MES"
"19966","jheebcko-1","2_PCT"
"19967","jhefgcel-1","13_PCT-TAL"
"19968","jhefledi-1","13_PCT-TAL"
"19969","jhehmoib-1","13_PCT-TAL"
"19970","jheibgjm-1","0_TAL"
"19971","jheibonm-1","13_PCT-TAL"
"19972","jhekcdbe-1","2_PCT"
"19973","jhekmocc-1","0_TAL"
"19974","jhelhaig-1","17_ENDO"
"19975","jhendcgk-1","10_ENDO"
"19976","jhfdakpo-1","0_TAL"
"19977","jhfekajf-1","15_MES"
"19978","jhffigmj-1","10_ENDO"
"19979","jhfgchci-1","13_PCT-TAL"
"19980","jhfhcdec-1","15_MES"
"19981","jhfhfhki-1","14_IC_B"
"19982","jhfhhhlj-1","15_MES"
"19983","jhfhnngp-1","10_ENDO"
"19984","jhfnbfhp-1","11_IC-A"
"19985","jhfnfnan-1","11_IC-A"
"19986","jhfnnmfd-1","4_TAL"
"19987","jhfomgld-1","13_PCT-TAL"
"19988","jhgaabon-1","1_PCT"
"19989","jhgacahp-1","2_PCT"
"19990","jhgcjbgc-1","14_IC_B"
"19991","jhgeajph-1","10_ENDO"
"19992","jhggfcne-1","14_IC_B"
"19993","jhggncjo-1","14_IC_B"
"19994","jhgjfngn-1","13_PCT-TAL"
"19995","jhgmejia-1","11_IC-A"
"19996","jhgmjddl-1","10_ENDO"
"19997","jhgneckk-1","13_PCT-TAL"
"19998","jhhaappe-1","14_IC_B"
"19999","jhhcoemm-1","14_IC_B"
"20000","jhhelcko-1","15_MES"
"20001","jhhfcjbo-1","14_IC_B"
"20002","jhhfdnea-1","15_MES"
"20003","jhhjbjbh-1","10_ENDO"
"20004","jhhlihkm-1","10_ENDO"
"20005","jhhmeohp-1","15_MES"
"20006","jhhojbfh-1","15_MES"
"20007","jhiagjbb-1","8_PC"
"20008","jhiccfjh-1","14_IC_B"
"20009","jhiddibb-1","19_ENDO"
"20010","jhiebkjo-1","8_PC"
"20011","jhienpjf-1","0_TAL"
"20012","jhiffick-1","15_MES"
"20013","jhiikfof-1","10_ENDO"
"20014","jhiipdma-1","4_TAL"
"20015","jhijapfn-1","0_TAL"
"20016","jhijnimj-1","0_TAL"
"20017","jhikjifo-1","6_DCT"
"20018","jhillkmo-1","11_IC-A"
"20019","jhimjoka-1","13_PCT-TAL"
"20020","jhioffhh-1","11_IC-A"
"20021","jhjbclhk-1","17_ENDO"
"20022","jhjgbogb-1","9_LOH"
"20023","jhjjjfej-1","8_PC"
"20024","jhjkbnef-1","2_PCT"
"20025","jhjlpkpe-1","10_ENDO"
"20026","jhjmeooc-1","14_IC_B"
"20027","jhjocmdk-1","14_IC_B"
"20028","jhjoinjk-1","2_PCT"
"20029","jhkafdcp-1","23_LEU"
"20030","jhkcclih-1","0_TAL"
"20031","jhkddfib-1","4_TAL"
"20032","jhkdfmde-1","11_IC-A"
"20033","jhkdmlie-1","22_MES"
"20034","jhkfbhca-1","15_MES"
"20035","jhkhbmko-1","15_MES"
"20036","jhkhjbhe-1","15_MES"
"20037","jhkigcnd-1","15_MES"
"20038","jhkkmjph-1","19_ENDO"
"20039","jhldadce-1","15_MES"
"20040","jhlhhbhd-1","10_ENDO"
"20041","jhlhmcck-1","13_PCT-TAL"
"20042","jhlincdj-1","19_ENDO"
"20043","jhljbbah-1","22_MES"
"20044","jhlmlpjk-1","6_DCT"
"20045","jhlmnlol-1","4_TAL"
"20046","jhlnjace-1","0_TAL"
"20047","jhmcielo-1","19_ENDO"
"20048","jhmgclam-1","15_MES"
"20049","jhmhgclf-1","10_ENDO"
"20050","jhmipihi-1","15_MES"
"20051","jhmjafme-1","15_MES"
"20052","jhmjjhof-1","13_PCT-TAL"
"20053","jhmlcicg-1","22_MES"
"20054","jhmmdaih-1","12_POD"
"20055","jhmpehld-1","15_MES"
"20056","jhmppjgh-1","0_TAL"
"20057","jhnalldp-1","15_MES"
"20058","jhndjbgi-1","19_ENDO"
"20059","jhnfdkcc-1","13_PCT-TAL"
"20060","jhngaaah-1","19_ENDO"
"20061","jhnggbpk-1","22_MES"
"20062","jhngogom-1","22_MES"
"20063","jhniajhl-1","15_MES"
"20064","jhniiglh-1","19_ENDO"
"20065","jhnjefab-1","17_ENDO"
"20066","jhnlcefb-1","17_ENDO"
"20067","jhnollfb-1","15_MES"
"20068","jhnolpla-1","4_TAL"
"20069","jhnonjlf-1","15_MES"
"20070","jhoghbfn-1","13_PCT-TAL"
"20071","jhohlcbm-1","13_PCT-TAL"
"20072","jhojcahc-1","10_ENDO"
"20073","jholledg-1","4_TAL"
"20074","jhooadgf-1","11_IC-A"
"20075","jhookhbf-1","12_POD"
"20076","jhopkgji-1","14_IC_B"
"20077","jhpddbfk-1","13_PCT-TAL"
"20078","jhpdlhmj-1","10_ENDO"
"20079","jhpggohp-1","10_ENDO"
"20080","jhpjhemi-1","13_PCT-TAL"
"20081","jhpjlplj-1","13_PCT-TAL"
"20082","jhpkabak-1","13_PCT-TAL"
"20083","jhpkghji-1","13_PCT-TAL"
"20084","jhpnghaf-1","13_PCT-TAL"
"20085","jhpngkhp-1","13_PCT-TAL"
"20086","jiaeofjp-1","13_PCT-TAL"
"20087","jiafjmcj-1","13_PCT-TAL"
"20088","jiajdifh-1","13_PCT-TAL"
"20089","jiammbmf-1","13_PCT-TAL"
"20090","jianemnn-1","13_PCT-TAL"
"20091","jibadfbe-1","2_PCT"
"20092","jibbonfl-1","10_ENDO"
"20093","jibdjcai-1","13_PCT-TAL"
"20094","jibdokfh-1","10_ENDO"
"20095","jibebfki-1","13_PCT-TAL"
"20096","jibfhana-1","13_PCT-TAL"
"20097","jibgmgdb-1","10_ENDO"
"20098","jibjanni-1","15_MES"
"20099","jibmdnhg-1","10_ENDO"
"20100","jiboabke-1","15_MES"
"20101","jicaomdm-1","13_PCT-TAL"
"20102","jiccpbnn-1","10_ENDO"
"20103","jicdcacn-1","13_PCT-TAL"
"20104","jicdjhbi-1","15_MES"
"20105","jicdohel-1","13_PCT-TAL"
"20106","jicdoopp-1","13_PCT-TAL"
"20107","jiceadai-1","13_PCT-TAL"
"20108","jicljkfb-1","13_PCT-TAL"
"20109","jicmajnn-1","13_PCT-TAL"
"20110","jidbjpdh-1","13_PCT-TAL"
"20111","jidcdhbk-1","10_ENDO"
"20112","jidcgelh-1","15_MES"
"20113","jiddaocb-1","13_PCT-TAL"
"20114","jidfaidk-1","13_PCT-TAL"
"20115","jidgabie-1","13_PCT-TAL"
"20116","jidgihdk-1","13_PCT-TAL"
"20117","jidjckph-1","22_MES"
"20118","jidmoaja-1","22_MES"
"20119","jidoneji-1","15_MES"
"20120","jidonfcb-1","15_MES"
"20121","jidpdhke-1","19_ENDO"
"20122","jieephbi-1","22_MES"
"20123","jiehlaon-1","22_MES"
"20124","jiehodaa-1","22_MES"
"20125","jieildji-1","10_ENDO"
"20126","jielhenm-1","19_ENDO"
"20127","jieokega-1","19_ENDO"
"20128","jifcchne-1","22_MES"
"20129","jifceflh-1","15_MES"
"20130","jifggpmo-1","19_ENDO"
"20131","jifhdgki-1","22_MES"
"20132","jifhojpo-1","15_MES"
"20133","jifijddg-1","15_MES"
"20134","jifijpkk-1","19_ENDO"
"20135","jifjjlfe-1","22_MES"
"20136","jifkmjcp-1","22_MES"
"20137","jifnoakj-1","17_ENDO"
"20138","jifodpgd-1","19_ENDO"
"20139","jifpfhnj-1","19_ENDO"
"20140","jigciegj-1","19_ENDO"
"20141","jigdiehl-1","22_MES"
"20142","jigemjol-1","19_ENDO"
"20143","jigghhlf-1","19_ENDO"
"20144","jigiipnk-1","22_MES"
"20145","jigjmpef-1","22_MES"
"20146","jiglnfpe-1","22_MES"
"20147","jiglpkpn-1","17_ENDO"
"20148","jignjepo-1","15_MES"
"20149","jihajcpc-1","19_ENDO"
"20150","jihbpejm-1","10_ENDO"
"20151","jiheflje-1","19_ENDO"
"20152","jihjoiof-1","15_MES"
"20153","jihkaiik-1","19_ENDO"
"20154","jihleacd-1","19_ENDO"
"20155","jihmmegf-1","22_MES"
"20156","jihnmgdi-1","15_MES"
"20157","jihobhic-1","22_MES"
"20158","jihplgbj-1","19_ENDO"
"20159","jiiapamf-1","22_MES"
"20160","jiibccba-1","15_MES"
"20161","jiicpnfi-1","22_MES"
"20162","jiiifige-1","19_ENDO"
"20163","jiiimceb-1","22_MES"
"20164","jiimfmoe-1","22_MES"
"20165","jiinhfjl-1","22_MES"
"20166","jijachip-1","19_ENDO"
"20167","jijbihof-1","22_MES"
"20168","jijcfmdn-1","22_MES"
"20169","jijdokia-1","22_MES"
"20170","jijeajin-1","22_MES"
"20171","jijgcnbc-1","22_MES"
"20172","jijgldcf-1","17_ENDO"
"20173","jijkggnm-1","22_MES"
"20174","jijkihfj-1","17_ENDO"
"20175","jijlddld-1","11_IC-A"
"20176","jijonbah-1","15_MES"
"20177","jijpagbc-1","15_MES"
"20178","jikcabgn-1","15_MES"
"20179","jikdiefl-1","15_MES"
"20180","jikfjpfc-1","15_MES"
"20181","jikkgggl-1","15_MES"
"20182","jikklecn-1","11_IC-A"
"20183","jiknhkfm-1","15_MES"
"20184","jikogclh-1","15_MES"
"20185","jikolfkh-1","15_MES"
"20186","jikponmh-1","15_MES"
"20187","jilcjglo-1","15_MES"
"20188","jilegfjp-1","15_MES"
"20189","jiliickg-1","15_MES"
"20190","jilimhma-1","15_MES"
"20191","jillpgof-1","15_MES"
"20192","jilplgeb-1","15_MES"
"20193","jimdcbne-1","15_MES"
"20194","jimfpmei-1","15_MES"
"20195","jimhjlod-1","15_MES"
"20196","jimijhgk-1","15_MES"
"20197","jimnjiaf-1","15_MES"
"20198","jimnlfae-1","15_MES"
"20199","jimpakaj-1","15_MES"
"20200","jimpcdmi-1","15_MES"
"20201","jincfjol-1","15_MES"
